1,1INCH/USD,0x72AFAECF99C9d9C8215fF44C77B94B99C28741e8,18
1,1INCH/USD,0xc929ad75B72593967DE83E7F7Cda0493458261D9,8
1,AAVE/ETH,0x6Df09E975c830ECae5bd4eD9d90f3A95a4f88012,18
1,AAVE/USD,0x547a514d5e3769680Ce22B2361c10Ea13619e8a9,8
1,ALCX/ETH,0x194a9AaF2e0b67c35915cD01101585A33Fe25CAa,18
1,AMPL/USD,0xe20CA8D7546932360e37E9D72c1a47334af57706,18
1,API/ETH,0xc7de7f4d4C9c991fF62a07D18b3E31e349833A18,18
1,APE/USD,0xD10aBbC76679a20055E167BB80A24ac851b37056,8
1,ARB/USD,0x31697852a68433DbCc2Ff612c516d69E3D9bd08F,8
1,AUD/USD,0x77F9710E7d0A19669A13c055F62cd80d313dF022,8
1,AVAIL/USD,0xEBca574f1cE4d17cd02c20F47Ef8210C08Cc4255,8
1,AVAX/USD,0xFF3EEb22B5E3dE6e705b44749C2559d704923FD7,8
1,BADGET/ETH,0x58921Ac140522867bf50b9E009599Da0CA4A2379,18
1,BAL/ETH,0xC1438AA3823A6Ba0C159CfA8D98dF5A994bA120b,18
1,BAL/USD,0xdF2917806E30300537aEB49A7663062F4d1F2b5F,8
1,BAT/ETH,0x0d16d4528239e9ee52fa531af613AcdB23D88c94,18
1,BNB/USD,0x14e613AC84a31f709eadbdF89C6CC390fDc9540A,8
1,BTC/ETH,0xdeb288F737066589598e9214E782fa5A8eD689e8,18
1,BTC/USD,0xF4030086522a5bEEa4988F8cA5B36dbC97BeE88c,8
1,C3M/EUR,0xD41390267Afec3fA5b4c0B3aA6c706556CCE75ec,8
1,CAD/USD,0xa34317DB73e77d453b1B8d04550c44D10e981C8e,8
1,CBETH/ETH,0xF017fcB346A1885194689bA23Eff2fE6fA5C483b,18
1,CHF/USD,0x449d117117838fFA61263B61dA6301AA2a88B13A,8
1,CNY/USD,0xeF8A4aF35cd47424672E3C590aBD37FBB7A7759a,8
1,COMP/ETH,0x1B39Ee86Ec5979ba5C322b826B3ECb8C79991699,18
1,COMP/USD,0xdbd020CAeF83eFd542f4De03e3cF0C28A4428bd5,8
1,CEV/ETH,0x8a12Be339B0cD1829b91Adc01977caa5E9ac121e,18
1,CRV/USD,0xCd627aA160A6fA45Eb793D19Ef54f5062F20f33f,8
1,CRVUSD/USD,0xEEf0C605546958c1f899b6fB336C20671f9cD49F,8
1,CVX/ETH,0xC9CbF687f43176B302F03f5e58470b77D07c61c6,18
1,CVX/USD,0xd962fC30A72A84cE50161031391756Bf2876Af5D,8
1,Calculated XSUSHI/ETH,0xF05D9B6C08757EAcb1fbec18e36A1B7566a13DEB,18
1,DAI/ETH,0x773616E4d11A78F511299002da57A0a94577F1f4,18
1,DAI/USD,0xAed0c38402a5d19df6E4c03F4E2DceD6e29c1ee9,8
1,DPI/ETH,0x029849bbc0b1d93b85a8b6190e979fd38F5760E2,18
1,DPI/USD,0xD2A593BF7594aCE1faD597adb697b5645d5edDB2,8
1,EIGEN/USD,0xf2917e602C2dCa458937fad715bb1E465305A4A1,8
1,ENJ/ETH,0x24D9aB51950F3d62E9144fdC2f3135DAA6Ce8D1B,18
1,ENS/USD,0x5C00128d4d1c2F4f652C267d7bcdD7aC99C16E16,8
1,ETH/BTC,0xAc559F25B1619171CbC396a50854A3240b6A4e99,8
1,ETH/USD,0x5f4eC3Df9cbd43714FE2740f5E3616155c5b8419,8
1,ETHFI/USD,0x19678515847d8DE85034dAD0390e09c3048d31cd,8
1,EUR/USD,0xb49f677943BC038e9857d61E7d053CaA2C1734C1,8
1,EUTBL NAV,0xfD628af590c4150A9651C1f4ddD0b4f532B703ae,6
1,FBTC/BTC Exchange Rate,0xe5346a4Fd329768A99455d969724768a00CA63FB,18
1,FDUSD/USD,0xfAA9147190c2C2cc5B8387B4f49016bDB3380572,8
1,FIL/ETH,0x0606Be69451B1C9861Ac6b3626b99093b713E801,18
1,FRAX/ETH,0x14d04Fff8D21bd62987a5cE9ce543d2F1edF5D3E,18
1,FRAX/USD,0xB9E1E3A9feFf48998E45Fa90847ed4D467E8BcfD,8
1,FTM/ETH,0x2DE7E4a9488488e0058B95854CC2f7955B35dC9b,18
1,FTT/ETH,0xF0985f7E2CaBFf22CecC5a71282a89582c382EFE,18
1,FXS/USD,0x6Ebc52C8C1089be9eB3945C4350B68B8E4C2233f,8
1,GBP/USD,0x5c0Ab2d9b5a7ed9f470386e82BB36A3613cDd4b5,8
1,GHO/USD,0x3f12643D3f6f874d39C2a4c9f2Cd6f2DbAC877FC,8
1,GRT/ETH,0x17D054eCac33D91F7340645341eFB5DE9009F1C1,18
1,GRT/USD,0x86cF33a451dE9dc61a2862FD94FF4ad4Bd65A5d2,8
1,HIGH/USD,0x5C8D8AaB4ffa4652753Df94f299330Bb4479bF85,8
1,IBO1/USD,0x32d1463EB53b73C095625719Afa544D5426354cB,8
1,IBTA/USD,0xd27e6D02b72eB6FCe04Ad5690C419196B4EF2885,8
1,IMX/USD,0xBAEbEFc1D023c0feCcc047Bff42E75F15Ff213E6,8
1,JPY/USD,0xBcE206caE7f0ec07b545EddE332A47C2F75bbeb3,8
1,KNC/ETH,0x656c0544eF4C98A6a98491833A89204Abb045d6b,18
1,KNC/USD,0xf8fF43E991A81e6eC886a3D281A2C6cC19aE70Fc,8
1,KRW/USD,0x01435677FB11763550905594A16B645847C1d0F3,8
1,LBTC/BTC,0x5c29868C58b6e15e2b962943278969Ab6a7D3212,8
1,LDO/ETH,0x4e844125952D32AcdF339BE976c98E22F6F318dB,18
1,lINK/ETH,0xDC530D9457755926550b59e8ECcdaE7624181557,18
1,LINK/USD,0x2c1d072e956AFFC0D435Cb7AC38EF18d24d9127c,8
1,LUSD/USD,0x3D7aE7E594f2f2091Ad8798313450130d0Aba3a0,8
1,M NAV,0xC28198Df9aee1c4990994B35ff51eFA4C769e534,8
1,MANA/ETH,0x82A44D92D6c329826dc557c5E1Be6ebeC5D5FeB9,18
1,MATIC/USD,0x7bAC85A8a13A4BcD8abb3eB7d6b4d632c5a57676,8
1,MAVIA/USD,0x29d26C008e8f201eD0D864b1Fd9392D29d0C8e96,8
1,MKR/ETH,0x24551a8Fb2A7211A25a17B1481f043A8a8adC7f2,18
1,MKR/USD,0xec1D1B3b0443256cc3860e24a46F108e699484Aa,8
1,MLN/ETH,0xDaeA8386611A157B08829ED4997A8A62B557014C,18
1,NEIRO/USD,0x771cf56aE75bC907193177237b423A9DA831280A,8
1,NZD/USD,0x3977CFc9e4f29C184D4675f4EB8e0013236e5f3e,8
1,PAXG/USD,0x9944D86CEB9160aF5C5feB251FD671923323f8C3,8
1,PERP/ETH,0x3b41D5571468904D4e53b6a8d93A6BaC43f02dC9,18
1,PYUSD/USD,0x8f1dF6D7F2db73eECE86a18b4381F4707b918FB1,8
1,PumpBTC/BTC Exchange Rate,0x6CE4Ef3689F26edD40ed3ccbE3Cc29dab62C915f,18
1,RDNT/USD,0x393CC05baD439c9B36489384F11487d9C8410471,8
1,REN/ETH,0x3147D7203354Dc06D9fd350c7a2437bcA92387a4,18
1,RETH/ETH,0x536218f9E9Eb48863970252233c8F271f554C2d0,18
1,RPL/USD,0x4E155eD98aFE9034b7A5962f6C84c86d869daA9d,8
1,RSETH/ETH,0x03c68933f7a3F76875C0bc670a58e69294cDFD01,18
1,RSR/USD,0x759bBC1be8F90eE6457C44abc7d443842a976d02,8
1,SAND/USD,0x35E3f7E558C04cE7eEE1629258EcbbA03B36Ec56,8
1,SGD/USD,0xe25277fF4bbF9081C75Ab0EB13B4A13a721f3E13,8
1,SHIB/ETH,0x8dD1CD88F43aF196ae478e91b9F5E4Ac69A97C61,18
1,SHV/USD,0xc04611C43842220fd941515F86d1DDdB15F04e46,8
1,SKY/USD,0xee10fE5E7aa92dd7b136597449c3d5813cFC5F18,8
1,SNX/ETH,0x79291A9d692Df95334B1a0B3B4AE6bC606782f8c,18
1,SNX/USD,0xDC3EA94CD0AC27d9A86C180091e7f78C683d3699,8
1,SOL/USD,0x4ffC43a60e009B551865A93d232E33Fce9f01507,8
1,SPELL/USD,0x8c110B94C5f1d347fAcF5E1E938AB2db60E3c9a8,8
1,STETH/ETH,0x86392dC19c0b719886221c78AB11eb8Cf5c52812,18
1,STETH/USD,0xCfE54B5cD566aB89272946F602D76Ea879CAb4a8,8
